name,rank_jump,first_year,second_year,rank_1,rank_2
kyzeir,6477,2023,2024,8632,2155
tarell,6476,2016,2017,13960,7484
iniyan,6476,2017,2018,11291,4815
marken,6475,2019,2020,11636,5161
vedansh,6475,2014,2015,10643,4168
symeon,6475,2012,2013,13959,7484
nollan,6474,2009,2010,13916,7442
zaiyan,-6474,2023,2024,7718,14192
taner,6474,2016,2017,13955,7481
mylon,6473,2020,2021,13442,6969
jeramih,6471,2009,2010,13339,6868
jayston,6470,2006,2007,12887,6417
hatim,6469,2016,2017,12910,6441
ehab,6465,2015,2016,12594,6129
jazper,6465,2009,2010,13327,6862
tyeson,6464,2011,2012,12168,5704
julyan,-6459,2023,2024,6698,13157
trigo,6458,2006,2007,10574,4116
ysmael,-6458,2023,2024,7710,14168
zyshawn,6456,2006,2007,14045,7589
zyking,6454,2015,2016,14055,7601
tanyon,6453,2003,2004,12547,6094
andreu,6446,2018,2019,12272,5826
zale,6446,2023,2024,14160,7714
tesean,6446,2004,2005,13035,6589
kyshawn,6445,2016,2017,13376,6931
foxx,6444,2007,2008,12967,6523
holstyn,6444,2022,2023,10189,3745
garth,6444,2007,2008,11400,4956
zarrar,6442,2020,2021,14014,7572
zayvian,6442,2008,2009,12534,6092
zaiyden,6441,2023,2024,14153,7712
zaydon,6441,2008,2009,12531,6090
kaysan,6440,2007,2008,13420,6980
mozes,6439,2006,2007,13386,6947
shyam,6438,2012,2013,12055,5617
griffen,6437,1992,1993,8909,2472
zaivion,6437,2008,2009,12524,6087
gilad,6435,2005,2006,12049,5614
alikhan,6434,2023,2024,12324,5890
osmani,6434,2021,2022,13563,7129
tayjon,6432,2004,2005,13019,6587
ritter,6431,2010,2011,13829,7398
marik,6430,2004,2005,12523,6093
xayvier,-6429,2023,2024,7700,14129
milos,6425,2006,2007,13365,6940
diomar,-6420,2011,2012,6334,12754
pheng,-6416,2001,2002,5594,12010
heir,6415,2019,2020,12838,6423
anuar,6406,2015,2016,12214,5808
yordani,6403,2018,2019,14030,7627
raejon,6401,2010,2011,13779,7378
xane,6401,2005,2006,13294,6893
emaad,6400,2007,2008,12912,6512
khiyan,-6396,2016,2017,6948,13344
dashiel,6395,2004,2005,11746,5351
sael,6395,2012,2013,12002,5607
jedd,6394,2011,2012,13196,6802
yancarlo,6393,2006,2007,13960,7567
rahmere,-6392,2010,2011,7460,13852
webb,6389,2009,2010,12407,6018
moroni,6388,2011,2012,11808,5420
akeel,-6387,2021,2022,6032,12419
matei,6387,2023,2024,11740,5353
endrick,6385,2022,2023,10120,3735
platon,6384,2010,2011,13760,7376
miquan,6384,2008,2009,13931,7547
slayden,6382,2022,2023,14040,7658
savino,6382,2019,2020,13792,7410
xaylen,6381,2018,2019,13994,7613
galvin,6381,2003,2004,11468,5087
pike,6380,2013,2014,11800,5420
wylan,6380,2019,2020,12064,5684
hezekiyah,6379,2022,2023,13042,6663
leonte,6377,2004,2005,12457,6080
pedrohenrique,6376,2010,2011,13747,7371
mahan,6376,2018,2019,13398,7022
creeden,6373,2023,2024,11091,4718
samiir,6371,2019,2020,13776,7405
fraser,6367,2019,2020,12771,6404
lateef,6367,2004,2005,12444,6077
kyros,6366,2020,2021,11400,5034
taeveon,6366,2014,2015,13814,7448
yul,6365,2013,2014,12089,5724
kimo,6364,2019,2020,13208,6844
mckoy,6363,2008,2009,13906,7543
nivaan,6363,2011,2012,10457,4094
viaansh,6361,2018,2019,13959,7598
rosco,6361,2012,2013,13815,7454
caeson,6360,2009,2010,12761,6401
lui,6360,2014,2015,13283,6923
oleg,6359,2018,2019,10435,4076
yochanan,6358,2013,2014,12078,5720
kwasi,6357,2022,2023,13475,7118
gaurav,-6356,2017,2018,6435,12791
tykeem,6356,2020,2021,13893,7537
thorne,6355,2013,2014,13861,7506
kholton,6354,2019,2020,13195,6841
myloh,6351,2021,2022,13462,7111
kimahri,-6349,2002,2003,5579,11928
trai,6348,2000,2001,11993,5645
ishir,6347,2020,2021,12814,6467
kaleab,6347,2009,2010,11711,5364
eliasar,-6347,2007,2008,6759,13106
jeydon,6345,2012,2013,13143,6798
treysean,6344,2009,2010,12354,6010
tyrik,6343,2023,2024,14018,7675
aking,6342,2011,2012,12349,6007
toan,6341,2000,2001,11982,5641
demontre,6340,2011,2012,12745,6405
srihaan,6340,2014,2015,13785,7445
itay,6338,2008,2009,13304,6966
hawkin,6336,2009,2010,13161,6825
serge,6335,2015,2016,11855,5520
tavoris,6334,2013,2014,13833,7499
murtaza,6331,2022,2023,10513,4182
lyzander,6327,2009,2010,13718,7391
yates,6325,2009,2010,14441,8116
maurion,6324,2008,2009,12050,5726
byran,6323,2008,2009,12806,6483
zeyd,6322,2021,2022,14077,7755
aison,6319,2021,2022,12196,5877
knixon,6318,2013,2014,13198,6880
zyren,6316,2008,2009,14623,8307
azarias,6316,2005,2006,11644,5328
daquann,-6315,2001,2002,4726,11041
delroy,6314,2007,2008,12804,6490
abdulla,6311,2015,2016,12101,5790
ryaan,6311,2011,2012,11984,5673
tannon,6309,2009,2010,12308,5999
roderic,6308,2002,2003,12125,5817
traevon,6308,2015,2016,13863,7555
kysen,6308,2003,2004,11968,5660
muzamil,6307,2011,2012,13696,7389
ayiden,6307,2016,2017,12392,6085
jaquavion,6305,2021,2022,12933,6628
owin,6305,2012,2013,11883,5578
asan,6304,2019,2020,12307,6003
chaynce,6303,2015,2016,12402,6099
keisean,-6300,2009,2010,7036,13336
maximos,6300,2021,2022,11649,5349
kymere,6299,2014,2015,13205,6906
abdulmalik,6298,2008,2009,11047,4749
vontrell,6297,2009,2010,14396,8099
mohamud,6296,2011,2012,13681,7385
kaeleb,6296,1994,1995,9549,3253
kvon,6294,2020,2021,13216,6922
viren,6294,2009,2010,14391,8097
aaryav,6290,2010,2011,12237,5947
keno,6287,2013,2014,13152,6865
zavon,6287,2008,2009,14588,8301
adrion,6286,2020,2021,12062,5776
leul,6286,2010,2011,11627,5341
javel,6285,2007,2008,13226,6941
tavious,6282,2005,2006,13143,6861
vasco,6282,2023,2024,12137,5855
kaecyn,6282,2019,2020,13092,6810
kemarrion,-6280,2013,2014,6832,13112
audemar,6276,2022,2023,12531,6255
princetin,6275,2017,2018,13763,7488
syer,-6273,2023,2024,7665,13938
tyreece,6271,2009,2010,14362,8091
tadei,6271,2023,2024,13929,7658
juniel,6271,2019,2020,13078,6807
parsa,6270,1995,1996,9912,3642
samael,6269,2014,2015,13701,7432
benjamyn,-6268,2023,2024,6266,12534
prabhav,6266,2016,2017,13692,7426
ousman,6264,2015,2016,10331,4067
stylez,6262,2023,2024,13915,7653
yahia,6261,2009,2010,10933,4672
jahson,6257,2012,2013,13030,6773
zayvon,6255,2011,2012,10784,4529
jonmichael,6255,2019,2020,13054,6799
arkin,6255,2009,2010,12631,6376
lelend,6255,2008,2009,11974,5719
fallou,6254,2004,2005,11922,5668
jhoel,6253,2017,2018,13155,6902
mael,6252,2011,2012,10339,4087
howie,6252,2011,2012,13021,6769
mavric,6251,2011,2012,13633,7382
devondre,6251,2001,2002,11012,4761
rajeev,6250,2003,2004,12312,6062
campion,6250,2021,2022,12447,6197
keymon,-6249,2014,2015,6869,13118
franko,6247,2018,2019,12782,6535
taiten,6247,2006,2007,13772,7525
navraj,6246,2007,2008,13807,7561
newt,6243,2012,2013,13638,7395
bud,6242,2021,2022,12433,6191
sal,6241,2013,2014,13701,7460
kaiel,6241,2014,2015,11410,5169
trayon,6240,2009,2010,14320,8080
benicio,6236,2000,2001,8292,2056
shayaan,6235,2003,2004,9444,3209
sorren,6234,2015,2016,13769,7535
kosta,6234,2009,2010,13601,7367
arihant,6234,2008,2009,12689,6455
deveon,6234,2013,2014,12615,6381
shazil,6232,2020,2021,13728,7496
rakari,6230,2022,2023,13854,7624
rajon,6229,2001,2002,10244,4015
eliyas,6229,2006,2007,12595,6366
nishaan,6228,2016,2017,13631,7403
josean,6224,2000,2001,11235,5011
ichiro,6223,2010,2011,12975,6752
eswin,6221,2008,2009,13149,6928
folarin,-6220,2023,2024,6648,12868
devesh,-6220,2020,2021,6380,12600
piers,6217,2010,2011,11824,5607
kingdavid,6217,2009,2010,13576,7359
shooter,6215,2005,2006,11255,5040
alegandro,6214,2005,2006,11524,5310
benjimin,6211,2012,2013,12497,6286
nathanel,6211,2016,2017,13607,7396
aarush,6210,2002,2003,9395,3185
kirtan,6209,2015,2016,13160,6951
khamarion,6206,2009,2010,13563,7357
loudon,6206,2011,2012,13561,7355
hayato,6205,2010,2011,12949,6744
hassani,6204,2010,2011,12947,6743
ahan,6202,2017,2018,10812,4610
alegend,6202,2016,2017,12269,6067
amenadiel,6201,2018,2019,8859,2658
tylique,6201,2008,2009,14465,8264
travelle,6199,1999,2000,11478,5279
zeyden,6199,2011,2012,14347,8148
naftuli,6198,2004,2005,8681,2483
amirr,6198,2022,2023,10947,4749
othniel,6194,2002,2003,11989,5795
kingjames,6193,2008,2009,13683,7490
tuvia,6193,2021,2022,13909,7716
rockford,6192,2009,2010,12166,5974
olufemi,6190,2004,2005,12703,6513
capone,6189,2017,2018,12592,6403
red,6188,2013,2014,13631,7443
jaxden,6186,2019,2020,12974,6788
shariff,6183,2006,2007,13687,7504
saafir,6179,2018,2019,13720,7541
cyaire,6177,2019,2020,12543,6366
adal,6177,2019,2020,12162,5985
saatvik,6177,2022,2023,12047,5870
olaf,6173,2004,2005,10951,4778
jhony,6172,2022,2023,11511,5339
azam,6171,2021,2022,12351,6180
melo,6170,2012,2013,13547,7377
eljay,6167,2020,2021,12591,6424
furqan,6166,2010,2011,12893,6727
rachit,-6164,2018,2019,7490,13654
lemarion,-6163,2008,2009,7512,13675
greysin,6163,2012,2013,12915,6752
yechezkel,6162,1994,1995,10209,4047
kashus,6161,2009,2010,13497,7336
edrik,6161,2017,2018,11139,4978
victorino,6159,2001,2002,12226,6067
jaysiah,6156,2013,2014,12981,6825
stafford,6155,2009,2010,14207,8052
zahi,6154,2010,2011,14220,8066
josai,6153,2022,2023,13234,7081
kyrese,6153,1998,1999,9141,2988
kaian,6152,2018,2019,13127,6975
jaymere,6152,2013,2014,12976,6824
nikoa,6152,2022,2023,13757,7605
kyzen,6150,2010,2011,13442,7292
shyhiem,-6149,2005,2006,7564,13713
tayron,6148,2021,2022,13854,7706
prynce,6146,2009,2010,12110,5964
rollo,6145,2023,2024,13759,7614
jacier,6136,2019,2020,12911,6775
rawad,6135,2020,2021,13599,7464
rasmus,6135,2020,2021,13598,7463
juquan,6135,2006,2007,12990,6855
eeshan,6135,2011,2012,11230,5095
harim,6134,2007,2008,13034,6900
kashdyn,6134,2015,2016,13069,6935
baird,6133,2007,2008,12564,6431
kawhi,6132,2013,2014,10205,4073
aadhav,6132,2009,2010,12491,6359
kden,6130,2005,2006,12418,6288
xachary,6128,2011,2012,14249,8121
willliam,6127,2011,2012,14245,8118
witt,6127,2011,2012,14246,8119
jaskaran,6127,1995,1996,9461,3334
szymon,6126,1999,2000,11392,5266
finneus,6126,2012,2013,12870,6744
rhonan,6123,2023,2024,13729,7606
rhonin,6123,2023,2024,13730,7607
rykker,6122,2012,2013,11990,5868
steffon,6122,2021,2022,13813,7691
meshulem,6122,2019,2020,13459,7337
umberto,-6120,2010,2011,8095,14215
keneth,6120,2021,2022,13159,7039
talik,6119,2008,2009,14354,8235
aasim,6118,2008,2009,11041,4923
pavle,6117,2014,2015,13524,7407
woodson,6115,2010,2011,14160,8045
shaunak,6113,2015,2016,11865,5752
makahi,6113,2007,2008,13643,7530
giovanne,6111,2007,2008,13003,6892
swayam,6110,2008,2009,14338,8228
ranveer,6110,2005,2006,12918,6808
polo,6110,2018,2019,13613,7503
zenon,6109,2008,2009,12539,6430
stephone,6109,2008,2009,14328,8219
joangel,6109,2018,2019,13071,6962
shyheim,6108,2021,2022,13789,7681
nataniel,6106,1999,2000,11081,4975
zarif,6105,2012,2013,14212,8107
akoa,6105,2023,2024,9788,3683
jaycion,6103,2011,2012,11455,5352
jakevion,-6102,2009,2010,6977,13079
emanual,6101,2005,2006,11972,5871
rayner,6100,2006,2007,13571,7471
youssouf,6095,2004,2005,13182,7087
michaelanthony,6093,2003,2004,12119,6026
jhosua,6093,2023,2024,13095,7002
luisfernando,6093,2011,2012,11721,5628
suhaib,6092,1998,1999,11092,5000
tyreak,-6092,2008,2009,8268,14360
cohan,6091,2013,2014,11002,4911
zabriel,6091,2012,2013,14190,8099
pharrell,6091,2022,2023,11947,5856
eames,6090,2011,2012,12818,6728
josgar,6089,2008,2009,11779,5690
deian,-6088,2023,2024,6621,12709
shloima,6088,2008,2009,14295,8207
dreshaun,6086,2010,2011,12785,6699
nysir,6085,2017,2018,11799,5714
bartek,-6085,2007,2008,6664,12749
maxemiliano,6085,2013,2014,9366,3281
sheppard,6084,2008,2009,14288,8204
mahamud,-6084,2016,2017,7429,13513
jahongir,-6084,2017,2018,6867,12951
sahmir,6082,2009,2010,14109,8027
bryshere,-6082,2017,2018,6374,12456
tarquin,6081,2003,2004,12555,6474
quentrell,6080,2005,2006,12881,6801
eston,6079,1998,1999,10123,4044
josua,6079,2008,2009,13531,7452
tirso,-6078,2010,2011,8073,14151
jt,6078,2009,2010,11681,5603
yeniel,6078,2012,2013,14167,8089
long,6078,2011,2012,7858,1780
dragan,6077,2011,2012,12799,6722
theodoro,6076,2017,2018,12085,6009
trevonn,6074,2010,2011,14091,8017
huckson,6071,2018,2019,11302,5231
xaiden,6070,2004,2005,13149,7079
malahki,6070,2021,2022,11620,5550
daxson,6069,2008,2009,12961,6892
daelen,6068,2018,2019,12557,6489
zahran,6067,2017,2018,14207,8140
ibrohim,6065,2016,2017,11241,5176
divit,6063,2010,2011,12757,6694
dilon,6062,2010,2011,12754,6692
oleksandr,6062,2022,2023,11913,5851
zacarri,6062,2017,2018,14201,8139
akin,6061,2020,2021,12094,6033
yuriy,6060,2017,2018,14197,8137
javiel,6058,2018,2019,13008,6950
saabir,6058,2022,2023,10641,4583
saban,6056,2021,2022,13713,7657
jamareon,6054,2001,2002,11295,5241
wisam,6054,2012,2013,14133,8079
demiri,6052,2022,2023,9182,3130
nymeir,6052,2022,2023,11902,5850
padraig,6052,2023,2024,13637,7585
tysun,-6048,2021,2022,8109,14157
jhovany,-6043,2023,2024,7076,13119
slayton,6043,2003,2004,12502,6459
alejo,6042,2010,2011,12308,6266
yuto,6042,2023,2024,12200,6158
yadir,6041,2017,2018,14167,8126
jarvin,6041,2023,2024,13025,6984
kyen,6040,2007,2008,13534,7494
jathniel,6040,2021,2022,11339,5299
adden,6038,2007,2008,10939,4901
xavius,6035,1993,1994,10123,4088
reuel,6035,2009,2010,14045,8010
ryota,6034,2008,2009,14215,8181
urias,6033,2012,2013,14099,8066
joyner,6033,2017,2018,11448,5415
makaii,6033,2022,2023,13595,7562
eriksen,6033,2017,2018,12862,6829
maks,6032,2008,2009,12018,5986
dmari,6032,2003,2004,11351,5319
tayshon,6031,2010,2011,14028,7997
jerron,-6031,2023,2024,7074,13105
paarth,6031,2006,2007,13490,7459
owais,6031,2006,2007,13489,7458
cullin,6030,2011,2012,11106,5076
mudasir,6030,2018,2019,13502,7472
maheer,6029,2022,2023,13589,7560
javante,6028,2020,2021,12894,6866
sebastiano,6027,2007,2008,10704,4677
dain,6026,2020,2021,12431,6405
treyvin,6026,2008,2009,12428,6402
evaan,6025,2014,2015,11147,5122
hewitt,6024,2011,2012,11360,5336
zyquan,6023,1999,2000,11610,5587
jujhar,6022,2021,2022,13040,7018
vitaliy,6021,2017,2018,14134,8113
azair,6019,2019,2020,12352,6333
kaesen,-6019,2023,2024,5563,11582
taijon,6017,2010,2011,14006,7989
camp,6016,2020,2021,10820,4804
aceion,6015,2020,2021,12041,6026
montrail,6013,2000,2001,11592,5579
mandela,6012,2013,2014,11638,5626
yader,6011,2022,2023,14235,8224
gresham,6011,2013,2014,12790,6779
yeicob,6011,2019,2020,14046,8035
trice,6010,2012,2013,14067,8057
vontavious,6009,2007,2008,14292,8283
avish,6007,2019,2020,12335,6328
alikai,6006,2019,2020,10864,4858
jathen,-6005,2012,2013,5349,11354
josafat,-6004,2023,2024,5558,11562
cannan,-6004,2023,2024,6596,12600
kadir,6004,2000,2001,11279,5275
juddson,6003,2010,2011,13236,7233
snyder,6002,2011,2012,14052,8050
rulon,6002,1998,1999,10981,4979
xaviel,6002,2019,2020,14026,8024
joevan,6002,2021,2022,13012,7010
stark,6002,2010,2011,13984,7982
jettsen,6001,2020,2021,11222,5221
jozeph,6001,2010,2011,13232,7231
rasul,6001,2021,2022,13632,7631
winchester,6001,2019,2020,14020,8019
yoshua,6001,1999,2000,11576,5575
tahmir,6000,1997,1998,10614,4614
jahquan,6000,2006,2007,12814,6814
nekhi,5998,2023,2024,13566,7568
segundo,5996,2001,2002,12004,6008
neer,-5996,2023,2024,7600,13596
terek,-5993,2015,2016,7981,13974
abdoulie,5992,2011,2012,12299,6307
donaldo,5992,1993,1994,9131,3139
zymiere,-5991,2023,2024,8249,14240
gunter,5990,2004,2005,11978,5988
nasiir,-5990,2023,2024,7596,13586
treyveon,5989,2017,2018,14089,8100
tri,5989,2017,2018,14090,8101
kouper,-5987,2016,2017,7405,13392
khasir,5987,2012,2013,13317,7330
medhansh,5987,2014,2015,13366,7379
ein,-5987,2016,2017,6838,12825
vayden,5985,2019,2020,13992,8007
siler,5983,2010,2011,13958,7975
reyden,5983,2010,2011,11869,5886
jeno,-5982,2019,2020,6957,12939
taos,5982,2014,2015,11940,5958
tyheem,5982,2007,2008,14247,8265
lemarcus,5981,1999,2000,10923,4942
ashon,5980,2001,2002,10701,4721
yotam,-5979,2020,2021,8040,14019
nameer,5979,2015,2016,13443,7464
kerrick,5978,2012,2013,13301,7323
zedrick,-5977,2023,2024,8237,14214
dameer,5975,2010,2011,12649,6674
paco,5975,2009,2010,13950,7975
traveon,5974,2023,2024,12104,6130
sedric,5973,2019,2020,11901,5928
dakarri,5972,2011,2012,12675,6703
albion,5972,2017,2018,12329,6357
jsean,5972,2012,2013,11495,5523
kroy,5971,2011,2012,9246,3275
enki,5970,2022,2023,11272,5302
stanford,5970,2011,2012,10626,4656
venancio,5969,2022,2023,14183,8214
salar,5969,2017,2018,11960,5991
khyro,5968,2018,2019,10253,4285
jeyren,5967,2010,2011,13188,7221
jaheem,5965,2000,2001,7057,1092
keigen,5965,2007,2008,13437,7472
ashur,5965,1999,2000,10038,4073
stefanos,5965,2014,2015,11916,5951
kyjuan,5963,2000,2001,7159,1196
tharun,5963,2012,2013,14008,8045
sabastien,5961,2003,2004,12408,6447
gunar,-5959,2007,2008,7262,13221
mox,-5958,2023,2024,7583,13541
owens,5958,2021,2022,13566,7608
kroix,5958,2019,2020,13246,7288
kastiel,5957,2012,2013,13255,7298
johnavan,-5957,2008,2009,7435,13392
montrel,-5955,2023,2024,7582,13537
etan,5955,2013,2014,12715,6760
khyaire,5953,2017,2018,13349,7396
shyheem,5952,2008,2009,12328,6376
tedrick,5952,2017,2018,14040,8088
jayquan,-5950,2023,2024,5552,11502
tarrance,5950,2012,2013,13983,8033
maveric,5950,2006,2007,10268,4318
derrius,5948,2017,2018,12752,6804
kaspar,5947,2007,2008,13410,7463
marcellino,5947,2014,2015,13319,7372
einar,5945,2016,2017,12751,6806
tlaloc,5943,2019,2020,13936,7993
jabes,-5941,2023,2024,7061,13002
taison,5940,2016,2017,11973,6033
kais,5937,2012,2013,13227,7290
azire,-5936,2023,2024,6573,12509
trayvion,5935,2018,2019,12004,6069
brolin,5934,2008,2009,12795,6861
malaquias,5933,2022,2023,11758,5825
yussef,5932,2010,2011,12180,6248
elhadj,5932,2013,2014,12683,6751
andruw,-5932,2012,2013,6326,12258
anchor,5929,2013,2014,12249,6320
shivan,-5929,2023,2024,6166,12095
jahmani,5928,2008,2009,13342,7414
spade,5928,2023,2024,12044,6116
shavar,5928,1995,1996,10087,4159
omarius,5927,2008,2009,14059,8132
ege,5927,2023,2024,11203,5276
kealan,5925,2001,2002,11494,5569
sofian,5925,2004,2005,12957,7032
yaxiel,-5925,2023,2024,8225,14150
chetan,5925,2021,2022,12474,6549
zabian,5925,2005,2006,11444,5519
stevon,5923,2012,2013,13944,8021
wyland,5923,2007,2008,12300,6377
varad,-5921,2020,2021,8006,13927
kahiau,5920,2007,2008,13372,7452
statham,5919,2012,2013,13939,8020
hamed,5919,2014,2015,12732,6813
liangelo,5917,2017,2018,10350,4433
davier,5917,2017,2018,12708,6791
latif,5916,2013,2014,13257,7341
cesario,5916,2011,2012,12604,6688
myheir,5915,2021,2022,7967,2052
tirth,5914,2016,2017,13998,8084
jeiren,5914,2023,2024,11440,5526
yony,5913,2005,2006,13325,7412
jayin,5913,2011,2012,13174,7261
nycholas,5912,1996,1997,10094,4182
sire,5911,2004,2005,11154,5243
vanden,5911,2011,2012,12189,6278
arish,5910,2009,2010,12629,6719
jayanthony,5910,2011,2012,13169,7259
siris,5910,2012,2013,13924,8014
keinan,5910,2017,2018,13292,7382
amarius,5909,2014,2015,9691,3782
asser,5909,2014,2015,12266,6357
kenechukwu,5908,2008,2009,11870,5962
alwaleed,5908,2013,2014,12225,6317
mehmed,-5908,2022,2023,7572,13480
ethon,-5908,2013,2014,6740,12648
nobel,5908,2008,2009,14033,8125
savage,-5906,2023,2024,6161,12067
zisha,5902,2023,2024,14186,8284
graylon,5902,2023,2024,12861,6959
deaken,5899,2012,2013,11120,5221
gurveer,5899,2009,2010,13143,7244
issack,5898,2008,2009,13301,7403
zykeem,5897,2018,2019,14104,8207
zylas,5897,2018,2019,14105,8208
karden,5897,2016,2017,13217,7320
kristof,5894,2013,2014,13225,7331
aydrien,5893,2008,2009,12736,6843
lukian,5893,2023,2024,13409,7516
erique,-5892,2007,2008,7245,13137
zaylor,5891,2015,2016,14032,8141
nethan,5890,2008,2009,14010,8120
godfrey,5890,2009,2010,13129,7239
alexande,5888,1988,1989,6444,556
ramar,5888,2003,2004,12316,6428
halden,5888,2020,2021,12733,6845
natanel,5888,2010,2011,11753,5865
adeoluwa,5886,2016,2017,12227,6341
marcelus,-5886,2023,2024,7567,13453
lovensky,5885,2023,2024,13400,7515
victormanuel,-5885,2013,2014,8067,13952
liamjames,5884,2020,2021,13282,7398
malechi,5883,2005,2006,12627,6744
kortland,5882,2013,2014,13209,7327
caetano,5882,2011,2012,12566,6684
lancelot,5881,2014,2015,13227,7346
nahiem,5881,2021,2022,13465,7584
ollivander,5881,2016,2017,9446,3565
idriss,5881,2008,2009,13277,7396
brio,-5880,2021,2022,6762,12642
bodin,5880,2008,2009,11233,5353
westlee,5880,2005,2006,13279,7399
aceyn,5880,2013,2014,10748,4868
rorick,-5879,2021,2022,8045,13924
amelio,5879,2009,2010,12589,6710
sirr,5878,2019,2020,13843,7965
greylon,5878,2015,2016,12739,6861
marsalis,-5878,2006,2007,7805,13683
isaia,5877,2014,2015,11252,5375
zealan,5876,2020,2021,14024,8148
grimm,5876,2020,2021,12720,6844
kardell,5875,2008,2009,11826,5951
hrithik,5875,2008,2009,13268,7393
savier,5873,2004,2005,12896,7023
stevenson,5873,2007,2008,10745,4872
gedalya,5872,2009,2010,13110,7238
kamarrion,5870,2008,2009,11819,5949
keiton,-5870,2017,2018,7326,13196
avitaj,5868,2015,2016,12261,6393
kushal,5867,2023,2024,11642,5775
yogi,5867,2017,2018,12197,6330
suyog,5866,2016,2017,13930,8064
jermon,5866,2012,2013,13125,7259
jermarcus,5866,2012,2013,13124,7258
aarav,5865,2002,2003,9393,3528
raydan,5865,2011,2012,13868,8003
tell,5864,2014,2015,13841,7977
aureliano,5864,2015,2016,12255,6391
vitor,5864,2013,2014,13950,8086
atzel,5863,2015,2016,12251,6388
kiyon,5862,2008,2009,10539,4677
deaundre,5862,2016,2017,12640,6778
alric,5862,2009,2010,12571,6709
primitivo,5861,2002,2003,12022,6161
champion,5861,2010,2011,9865,4004
jaece,5861,2010,2011,13045,7184
ramadan,5860,2011,2012,13860,8000
kienan,5859,2013,2014,13181,7322
kuzey,5859,2014,2015,13199,7340
karmelo,5858,2003,2004,11841,5983
kaiyen,5856,2019,2020,13107,7251
danil,5856,2019,2020,12574,6718
eragon,5855,2006,2007,12619,6764
ebrahim,5854,2001,2002,11063,5209
drey,5853,2022,2023,12853,7000
octavis,5851,2001,2002,11824,5973
kieth,5850,2006,2007,11421,5571
faolan,5849,2009,2010,13079,7230
raife,5849,2010,2011,13787,7938
paydon,5848,2003,2004,12263,6415
malakhai,5848,2006,2007,13270,7422
