name,f_sum,m_sum,total,per_diff
anand,30,1902,1932,193.7888198757764
tiwan,10,123,133,169.9248120300752
ofa,55,5,60,166.66666666666669
shawnta,1812,118,1930,175.5440414507772
branson,5,8226,8231,199.75701615842547
donyae,233,325,558,32.97491039426524
drelynn,30,36,66,18.181818181818183
sione,6,1504,1510,198.41059602649008
colie,101,567,668,139.52095808383234
tamauri,10,29,39,97.43589743589743
jailan,32,148,180,128.88888888888889
chika,350,28,378,170.37037037037038
jettie,3665,197,3862,179.59606421543242
harvin,12,265,277,182.67148014440434
hadlee,5234,24,5258,198.17421072651197
ryly,6,5,11,18.181818181818183
krishaun,6,42,48,150.0
lashun,677,326,1003,69.99002991026919
troy,2674,216308,218982,195.1155802760044
lafon,10,9,19,10.526315789473683
blessin,532,33,565,176.63716814159292
montra,11,11,22,0.0
tye,358,5222,5580,174.336917562724
kahlo,8,87,95,166.31578947368422
luckie,15,38,53,86.79245283018868
sol,4097,8285,12382,67.64658375060571
jazmin,44421,227,44648,197.96631428059487
hazle,2442,43,2485,193.07847082494968
tenzin,1253,1653,2906,27.529249827942188
edith,270880,825,271705,198.7854474522
jaquay,156,423,579,92.2279792746114
onie,1786,277,2063,146.29180804653416
melvine,270,25,295,166.10169491525423
barber,5,18,23,113.04347826086956
kylar,1036,2046,3082,65.54185593770279
sutter,48,550,598,167.89297658862876
maciah,141,211,352,39.77272727272727
koree,452,262,714,53.221288515406165
perryn,6,20,26,107.6923076923077
massey,43,69,112,46.42857142857143
tyrone,709,79437,80146,196.46145783944303
krown,5,42,47,157.4468085106383
adolfo,10,16195,16205,199.7531626041345
kylle,5,70,75,173.33333333333334
berlin,1796,1635,3431,9.38501894491402
rojan,6,11,17,58.82352941176471
jamil,254,7481,7735,186.86489980607627
alison,116886,595,117481,197.97414049931479
taelin,33,70,103,71.84466019417476
dandra,605,60,665,163.90977443609023
kamai,16,116,132,151.5151515151515
keelin,1040,356,1396,97.99426934097421
oaklee,5576,1017,6593,138.29819505536173
kaiden,1594,52562,54156,188.22660462367975
cross,6,1375,1381,198.26212889210717
savior,20,753,773,189.65071151358345
aidyn,823,4240,5063,134.97926130752518
genuine,5,43,48,158.33333333333331
terrace,107,714,821,147.8684531059683
tacoma,42,210,252,133.33333333333331
navdeep,125,147,272,16.176470588235293
hunter,14384,262238,276622,179.2004974297055
ore,12,12,24,0.0
nalin,28,201,229,151.09170305676855
oliva,1976,32,2008,193.62549800796813
vivien,7403,26,7429,198.60008076457126
mckell,422,13,435,188.04597701149424
keymari,45,200,245,126.53061224489797
charmaine,15375,20,15395,199.48035076323484
tatym,298,10,308,187.012987012987
kailon,7,299,306,190.84967320261438
greylin,15,40,55,90.9090909090909
zackary,7,31593,31600,199.91139240506328
johnie,5144,20930,26074,121.08613944925979
ayan,851,4091,4942,131.1210036422501
kenedy,608,20,628,187.2611464968153
blessyn,1239,50,1289,184.48409619860357
kassiah,91,21,112,125.0
jardani,5,187,192,189.58333333333331
charm,1216,69,1285,178.52140077821014
tian,153,379,532,84.9624060150376
makari,230,1815,2045,155.0122249388753
ople,284,19,303,174.91749174917493
rufus,151,36074,36225,198.33264320220843
chong,226,336,562,39.14590747330961
chrishawn,48,568,616,168.8311688311688
peyson,127,125,252,1.5873015873015872
christyan,5,298,303,193.39933993399342
arlis,797,1972,2769,84.86818345973276
ryian,92,56,148,48.64864864864865
moshe,21,18017,18038,199.53431644306465
nouri,127,51,178,85.39325842696628
sinatra,5,27,32,137.5
khaalis,5,35,40,150.0
jaelan,39,273,312,150.0
kallahan,16,132,148,156.75675675675674
carson,8113,132774,140887,176.9659372404835
shyloh,664,227,891,98.09203142536475
lyrik,1288,871,2159,38.628994905048636
alene,8748,5,8753,199.7715069119159
riel,28,108,136,117.64705882352942
laterrian,5,65,70,171.42857142857142
chaise,365,1083,1448,99.17127071823204
blaire,7959,111,8070,194.4981412639405
paden,198,1783,1981,160.02019182231197
silvia,21272,51,21323,199.04328659194297
sylver,173,10,183,178.14207650273224
marz,74,239,313,105.43130990415335
clide,37,718,755,180.39735099337747
armanii,430,232,662,59.818731117824775
liberty,15255,154,15409,196.0023362969693
yuxuan,16,35,51,74.50980392156863
aeden,7,1159,1166,197.59862778730704
shyne,178,486,664,92.7710843373494
julius,410,84628,85038,198.07145041040476
demetre,12,679,691,193.0535455861071
dolly,20592,44,20636,199.14712153518124
esosa,57,10,67,140.2985074626866
donell,591,4827,5418,156.36766334440753
ordie,5,26,31,135.48387096774192
grayson,4190,128994,133184,187.41590581451226
deja,16274,86,16360,197.89731051344742
lemoyne,62,357,419,140.81145584725536
dominie,6,137,143,183.2167832167832
trinity,85348,2844,88192,187.10087082728592
skylr,16,11,27,37.03703703703704
vinci,5,8,13,46.15384615384615
syven,55,43,98,24.489795918367346
alisson,7044,5,7049,199.71627181160449
revyn,18,52,70,97.14285714285714
leotis,5,887,892,197.7578475336323
jamel,367,11225,11592,187.336093857833
dorthy,20338,79,20417,198.45227016701767
stormey,220,7,227,187.66519823788545
ador,30,23,53,26.41509433962264
daris,608,1260,1868,69.80728051391864
dilyn,230,310,540,29.629629629629626
devery,82,265,347,105.47550432276658
louise,336466,2196,338662,197.40626347213447
makai,311,9298,9609,187.05380372567384
merriel,91,13,104,150.0
octavia,23978,139,24117,197.69457229340298
mateja,67,29,96,79.16666666666666
corri,703,27,730,185.2054794520548
xyon,7,241,248,188.70967741935485
gudalupe,27,5,32,137.5
thao,1040,197,1237,136.29749393694422
jerrie,5251,345,5596,175.33952823445318
ellie,105677,1180,106857,195.58288179529652
mohammad,10,17183,17193,199.76734717617634
lyrix,23,68,91,98.9010989010989
hasani,11,1184,1195,196.31799163179917
nikolas,15,24035,24050,199.75051975051977
raja,376,864,1240,78.70967741935485
abraham,208,103967,104175,199.2013438924886
christyn,1108,6,1114,197.8456014362657
addyson,16897,33,16930,199.2203189604253
tevis,64,494,558,154.12186379928315
jewelz,374,115,489,105.93047034764827
hoover,7,1120,1127,197.51552795031054
thailer,6,33,39,138.46153846153845
camarri,5,19,24,116.66666666666667
cordell,148,10840,10988,194.61230433199853
geneva,88758,309,89067,198.61228064266228
jessa,6462,5,6467,199.69073759084583
shepherd,30,7785,7815,198.4644913627639
diamonte,32,486,518,175.28957528957528
cadyn,407,1062,1469,89.17631041524847
kaelin,2737,926,3663,98.88069888069889
susie,85789,278,86067,198.7079833153241
charlene,133729,382,134111,198.86064528636726
kyari,206,62,268,107.46268656716418
kiori,100,11,111,160.36036036036037
kaedin,5,384,389,194.85861182519278
evryn,108,58,166,60.24096385542169
bellemy,44,64,108,37.03703703703704
lesly,15281,504,15785,187.22838137472283
levy,341,3915,4256,167.95112781954887
jadyne,26,22,48,16.666666666666664
evren,157,1333,1490,157.8523489932886
zixuan,25,46,71,59.154929577464785
aydan,448,6134,6582,172.7742327560012
vernell,7124,3344,10468,72.22009935040123
daren,194,10855,11049,192.97673997646845
rayshawn,178,4004,4182,182.97465327594452
gradie,222,426,648,62.96296296296296
claren,25,17,42,38.095238095238095
mckenna,44308,183,44491,198.35472342721
asta,225,183,408,20.588235294117645
aaryan,6,2149,2155,198.88631090487237
tex,11,2120,2131,197.9352416705772
auther,17,2349,2366,197.12595097210482
charo,238,6,244,190.1639344262295
tre,58,5892,5950,196.10084033613447
briante,89,5,94,178.72340425531914
manuela,11033,35,11068,198.73509215757136
delancey,99,28,127,111.81102362204724
kemani,683,519,1202,27.287853577371045
toluwalase,18,27,45,40.0
savion,17,4988,5005,198.64135864135864
marquez,5,5636,5641,199.64545293387695
ajae,30,21,51,35.294117647058826
jayline,1110,5,1115,198.20627802690584
patrick,2834,686590,689424,198.35572884030728
kairie,84,33,117,87.17948717948718
sarah,1098498,3340,1101838,198.78748055521774
melinda,135822,337,136159,199.00998097812118
orien,5,545,550,196.36363636363637
windsor,476,564,1040,16.923076923076923
sue,144536,519,145055,198.5688187239323
cameryn,2840,816,3656,110.72210065645514
marshon,15,637,652,190.79754601226995
yancey,34,1503,1537,191.15159401431362
buddie,5,1496,1501,198.66755496335776
irene,355462,1350,356812,198.4865979843727
hilaire,19,29,48,41.66666666666667
spenser,372,2991,3363,155.75379125780552
derrell,16,5864,5880,198.91156462585033
averi,7909,404,8313,180.5605677853964
zyah,581,49,630,168.88888888888889
shain,26,1215,1241,191.61966156325545
adolph,20,18745,18765,199.57367439381827
mare,8,331,339,190.56047197640117
jodi,79695,962,80657,195.2291803563237
alanis,3393,7,3400,199.17647058823528
dezmyn,5,22,27,125.92592592592592
jream,2538,646,3184,118.84422110552764
adonijah,26,483,509,179.56777996070727
kyra,38285,23,38308,199.75984128641537
ziya,1828,68,1896,185.65400843881855
siu,13,5,18,88.88888888888889
mckenly,50,5,55,163.63636363636365
clois,271,725,996,91.16465863453816
jonte,226,1263,1489,139.28811282740094
riki,1193,433,1626,93.4809348093481
ocean,3822,4411,8233,14.308271589942912
aner,7,24,31,109.6774193548387
toluwanimi,72,67,139,7.194244604316546
joshlin,23,7,30,106.66666666666667
ezryn,16,117,133,151.8796992481203
terryl,717,740,1457,3.157172271791352
jelen,10,18,28,57.14285714285714
malek,6,3086,3092,199.22380336351875
alek,86,4563,4649,192.60055926005592
camden,3923,59178,63101,175.13193134815612
yoltzin,101,87,188,14.893617021276595
arrington,239,510,749,72.36315086782376
blaine,1236,33071,34307,185.5889468621564
khamani,408,755,1163,59.67325881341359
mellow,38,21,59,57.6271186440678
tracey,86515,8688,95203,163.4969486255685
elmi,5,15,20,100.0
kirk,197,68067,68264,198.8456580335169
wynter,10728,249,10977,190.92648264553156
iza,474,6,480,195.0
kevon,56,5447,5503,195.9294930038161
steele,138,3053,3191,182.70134753995612
beau,1011,65592,66603,193.9282014323679
emmitt,11,14238,14249,199.69120640044915
coi,120,72,192,50.0
homer,367,60912,61279,197.604399549601
raygen,564,72,636,154.7169811320755
rexley,5,14,19,94.73684210526315
keelan,351,3591,3942,164.3835616438356
francies,952,13,965,194.61139896373055
legacy,5774,2709,8483,72.26217140162679
newborn,11,18,29,48.275862068965516
kylen,620,4804,5424,154.27728613569323
virdell,97,17,114,140.35087719298244
harlym,483,99,582,131.95876288659792
ares,292,8284,8576,186.38059701492537
kareen,1306,742,2048,55.078125
claudis,11,353,364,187.9120879120879
keon,152,9123,9275,193.44474393530996
caylen,669,363,1032,59.30232558139535
guthrie,12,854,866,194.45727482678984
kendre,64,275,339,124.48377581120944
joset,5,11,16,75.0
neko,247,1001,1248,120.83333333333333
talor,552,196,748,95.18716577540107
alicia,230790,707,231497,198.77838589700946
tashi,495,133,628,115.28662420382165
colton,209,151965,152174,199.45062888535492
beri,17,5,22,109.09090909090908
damonie,93,271,364,97.8021978021978
callin,7,127,134,179.1044776119403
inti,33,74,107,76.63551401869158
makiya,3046,14,3060,198.16993464052288
elliott,8168,62551,70719,153.8002517003917
ashtin,1221,1561,2782,24.442846872753414
cristen,2655,126,2781,181.87702265372167
luisa,14372,33,14405,199.0836515098924
lenora,37058,31,37089,199.66566906629998
ananya,4010,5,4015,199.50186799501867
amauri,749,2136,2885,96.15251299826689
mekiah,110,71,181,43.0939226519337
mardi,868,6,874,197.25400457665904
ayo,79,155,234,64.95726495726495
masada,5,6,11,18.181818181818183
seoul,16,9,25,56.00000000000001
dester,16,12,28,28.57142857142857
dayon,11,748,759,194.20289855072463
decota,5,36,41,151.21951219512195
alizay,1058,10,1068,196.25468164794006
cameran,1326,961,2287,31.91954525579362
charon,1001,216,1217,129.00575184880853
daelin,56,422,478,153.13807531380755
anton,21,23915,23936,199.649064171123
akarri,5,32,37,145.94594594594594
maysen,779,624,1403,22.095509622238062
mercury,94,206,300,74.66666666666667
tranell,40,98,138,84.05797101449275
cannyn,5,15,20,100.0
neymar,5,2897,2902,199.31082012405236
niki,7048,229,7277,187.41239521780955
rayleigh,3000,98,3098,187.34667527437057
findlay,38,285,323,152.94117647058823
rachael,82469,181,82650,199.12401693889896
wandell,5,82,87,177.01149425287358
jaspreet,385,252,637,41.75824175824176
shontae,842,10,852,195.30516431924883
dallie,588,10,598,193.31103678929767
caelan,665,2470,3135,115.15151515151516
jahnari,19,5,24,116.66666666666667
billi,1741,5,1746,198.8545246277205
tu,114,313,427,93.20843091334895
sable,1702,16,1718,196.2747380675204
zayne,210,12857,13067,193.57159256141426
nile,370,3696,4066,163.60059026069845
koah,159,1279,1438,155.77190542420027
areion,31,10,41,102.4390243902439
fannie,85580,369,85949,198.28270253289742
shandale,109,5,114,182.45614035087718
araceli,20268,138,20406,197.29491326080563
kerem,7,658,665,195.78947368421055
jailen,299,1398,1697,129.5226870948733
fenley,11,5,16,75.0
ronnell,183,2361,2544,171.22641509433961
siyan,7,54,61,154.0983606557377
graeson,15,803,818,192.66503667481663
ricky,1944,223145,225089,196.54536649947354
hilda,81022,178,81200,199.1231527093596
jovian,5,559,564,196.45390070921985
omie,1157,10,1167,196.57240788346186
shamika,5061,6,5067,199.52634695085848
tierra,14941,70,15011,198.13470121910598
lewellyn,33,306,339,161.06194690265488
khylan,11,734,745,194.0939597315436
cairi,33,10,43,106.9767441860465
dallace,11,5,16,75.0
shadie,101,16,117,145.2991452991453
jonathan,3574,870866,874440,198.36512510864094
shell,198,113,311,54.662379421221864
luvern,107,266,373,85.25469168900804
patty,62452,247,62699,198.4242172921418
khalyn,43,5,48,158.33333333333331
rosamond,3288,6,3294,199.27140255009107
stace,33,184,217,139.1705069124424
goodness,45,16,61,95.08196721311475
promise,6426,412,6838,175.89938578531735
rhode,5,19,24,116.66666666666667
chauncy,33,1257,1290,189.7674418604651
viridian,46,10,56,128.57142857142858
kelton,26,6640,6666,198.43984398439844
san,1876,626,2502,99.92006394884093
lejend,5,303,308,193.5064935064935
nijae,184,15,199,169.84924623115577
khani,27,174,201,146.26865671641792
merrill,2077,12988,15065,144.85230667109195
gin,7,35,42,133.33333333333331
julien,241,13791,14032,193.12998859749143
brodi,162,814,976,133.60655737704917
maze,191,352,543,59.30018416206262
babe,383,345,728,10.43956043956044
feliz,380,290,670,26.865671641791046
mollie,48164,46,48210,199.61833644472102
dekota,349,845,1194,83.08207705192629
terraine,5,5,10,0.0
vicky,53543,440,53983,196.73971435451904
lataurus,5,52,57,164.91228070175438
lamoyne,75,139,214,59.813084112149525
chrishaun,5,281,286,193.006993006993
deior,12,10,22,18.181818181818183
tanish,66,535,601,156.07321131447586
paola,24496,148,24644,197.59779256614186
meru,5,10,15,66.66666666666666
kmani,23,15,38,42.10526315789473
zaylynn,439,86,525,134.47619047619048
gael,673,49079,49752,194.58916224473387
efrain,29,18557,18586,199.3758743139998
denari,14,61,75,125.33333333333334
rhyatt,5,412,417,195.20383693045565
layden,74,1131,1205,175.4356846473029
avril,3479,5,3484,199.42594718714122
harvey,867,127925,128792,197.30728616684266
camiri,11,15,26,30.76923076923077
nathan,1774,587497,589271,198.79580023452706
doney,5,5,10,0.0
gavin,395,189270,189665,199.16695225792844
erian,159,192,351,18.803418803418804
jamyri,22,6,28,114.28571428571428
shiraz,57,119,176,70.45454545454545
lyncoln,196,455,651,79.56989247311827
rilo,24,57,81,81.48148148148148
connar,31,637,668,181.43712574850298
maxine,115612,377,115989,198.69987671244687
keyani,453,5,458,195.63318777292577
tegen,5,32,37,145.94594594594594
burkley,118,78,196,40.816326530612244
aarion,146,541,687,114.99272197962154
natalie,379062,769,379831,199.19016615284167
donne,116,80,196,36.734693877551024
arrian,27,91,118,108.47457627118644
tarrell,11,788,799,194.49311639549435
adrian,15717,272265,287982,178.16946892514116
roan,285,2734,3019,162.23915203709836
aarya,3267,402,3669,156.1733442354865
chaquille,5,22,27,125.92592592592592
demani,183,597,780,106.15384615384616
cimarron,6,42,48,150.0
levonne,342,26,368,171.73913043478262
kenyota,26,5,31,135.48387096774192
kahlee,98,48,146,68.4931506849315
amore,1235,274,1509,127.36911862160372
adae,10,5,15,66.66666666666666
lino,6,4188,4194,199.42775393419168
darion,561,7212,7773,171.13083751447317
davonne,198,393,591,65.98984771573603
oaklie,748,5,753,197.34395750332004
stone,155,6676,6831,190.92373005416482
ilia,821,256,1077,104.92107706592387
rasheeda,1713,10,1723,197.67846778874056
rollins,154,482,636,103.14465408805032
holloway,6,20,26,107.6923076923077
garret,5,13247,13252,199.84907938424388
irvin,75,39922,39997,199.24994374578094
arie,4157,2579,6736,46.85273159144893
kierra,15664,18,15682,199.54087488840707
nazareth,1204,1198,2402,0.4995836802664446
lubie,5,17,22,109.09090909090908
devyne,121,61,182,65.93406593406593
aziyah,1696,106,1802,176.47058823529412
kathleen,713645,1691,715336,199.05443036559043
welcome,23,147,170,145.88235294117646
amariah,3763,28,3791,197.04563439725666
roben,314,130,444,82.88288288288288
khilyn,52,60,112,14.285714285714285
abdi,10,340,350,188.57142857142856
jaydenn,48,374,422,154.50236966824644
name,11,23,34,70.58823529411765
eleanor,336678,645,337323,199.23515443654895
sammie,7833,20836,28669,90.71122117967143
eldon,55,26102,26157,199.1589249531674
kyza,37,27,64,31.25
mc,209,227,436,8.256880733944955
adriana,96392,404,96796,198.33050952518698
phuong,1033,282,1315,114.22053231939164
breeze,925,221,1146,122.86212914485166
tracee,3413,10,3423,198.8314344142565
shaune,335,444,779,27.984595635430036
townes,107,1404,1511,171.67438782263403
oshin,11,18,29,48.275862068965516
elizabeth,1688757,5216,1693973,198.7683392828575
euri,46,7,53,147.16981132075472
casandra,15784,7,15791,199.82268380723195
era,5955,54,6009,196.4053919121318
